,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text
293,36676860000000,San Bernardino,Colton Joint Unified,Suburban,Unified School District,18912,87,1,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030600&revid=7XIFEjPAiqhsiEXRaBv5BA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030600&revid=q8vLAslshxJJhH66Be6scUZQA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,2.5,3,6.0,0.5,2.5,0.0,9.0,Colton_Joint_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted last revised date 09032015 board education belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment board policy manual colton joint unified school district,,
294,36676940000000,San Bernardino,Cucamonga Elementary,Suburban,Elementary School District,2296,81,1,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030746&revid=rtMslshpRar9XLFJUTyxbEq1g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030746&revid=WHW9plusYlpKzslshnfCp1caI6Bg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Cucamonga_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 04112013 last revised date 11182021 last reviewed date 11182021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual cucamonga school district,,
295,36677100000000,San Bernardino,Fontana Unified,Suburban,Unified School District,33410,84,1,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030736&revid=nOzjzMsnebBfX3NfVxbNzA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030736&revid=KQft6WkeO00dVdzkr4TqLA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,0.0,0,1.0,0.0,0,1,0,1,0.0,2.25,0,2.75,0.5,2.25,0.0,5.75,Fontana_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 12122012 last reviewed date 12122012 governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual fontana unified school district,,
296,36677770000000,San Bernardino,Morongo Unified,Town,Unified School District,7359,73,1,2021,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030337&revid=q3zJqK9fR8plusaaScp635Y8w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030337&revid=KvCn5MFdU8xMsXCslshZgOcqQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,1,0.0,0.0,0,0,1,1,2.0,5.5,0,5.5,0.0,1.5,1.5,9.0,Morongo_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 01262021 last revised date 05102022 last reviewed date 05102022 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual morongo unified school district,,
297,36677850000000,San Bernardino,Mountain View Elementary,Urban,Elementary School District,3156,62,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031033&revid=PYvXsQxkaXFGXuvWPTOXcA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031033&revid=WZUzATbF4fy8yvDIR878rQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,Mountain_View_Elementary_san_bern_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11132012 last revised date 10122021 last reviewed date 10122021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual mountain view elementary school district,,
298,36678010000000,San Bernardino,Needles Unified,Town,Unified School District,930,81,1,2002,2002,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030343&revid=3c5df4PKoLj4wpqCrTfvkg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2002,2002,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030343&revid=h9MtB6nB9PO5nCRq4y5gBA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.0,0.5,3.5,Needles_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 04092002 last revised date 06112024 last reviewed date 06112024 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual needle unified school district,,
299,36678190000000,San Bernardino,Ontario-Montclair,Urban,Elementary School District,17903,90,1,2012,*,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030621&revid=mHenU1e1LhWN35vplusk9OeLQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2012,*,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030621&revid=75NEG8gzXE8s69SmoIptAA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,0,1,1,0.5,3.5,1,4.5,0.0,3.0,0.0,7.5,Ontario-Montclair_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10042012 last reviewed date 10042012 board trustee belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual ontariomontclair school district,,
300,36678500000000,San Bernardino,Rialto Unified,Suburban,Unified School District,23455,87,1,2002,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030372&revid=E1IPqr5iEXfioMt77pluslrNg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2002,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030372&revid=EcIPL4pzxSpz64LqBqsz9w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,3,7.5,3.0,0.5,0.5,10.5,Rialto_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 12162002 last revised date 05042022 last reviewed date 05042022 board education belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual rialto unified school district,,
301,36678920000000,San Bernardino,Trona Joint Unified,Rural,Unified School District,248,76,1,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031081&revid=FVrFGnqcbGntxhSslshpdSepg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031081&revid=rCWbOnPR5KeIC2XGcnHv7Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Trona_Joint_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09152022 last reviewed date 09152022 board education belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual trona joint unified school district,,
302,36679340000000,San Bernardino,Victor Valley Union High,Suburban,High School District,12345,84,1,2002,2002,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030276&revid=zBCwqXxrRDp9a2u1j63xpw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.5,1.5,0,1.5,0.0,0.5,0.5,4.5,Victor_Valley_Union_High_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 04252002 public resource code 42640 added sb 373 ch 926 statute 2001 requires california integrated waste management board develop model waste reduction tool school july 1 2002 addition education code 32372 32373 encourage district establish paperrecycling program purchase recycled paper ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice 1 reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal practicable 2 recycle material paper glass plastic aluminum minimize use nonbiodegradable product practicable note public resource code 42642 added sb 373 ch 926 statute 2001 requires division state architect consultation california integrated waste management board ciwmb develop maintain website list recycled environmentally preferable product may used construction modernization school facility 3 prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building cf 3310 purchasing procedure cf 3311 bid cf 3312 contract cf 7110 facility master plan 4 work vendor contractor use packaging delivery material generate less waste 5 work city county government agency locate market district reusable recyclable material cf 1400 relation governmental agency school cf 7131 relation local agency board policy manual victor valley union high school district,,
303,36679590000000,San Bernardino,Yucaipa-Calimesa Joint Unified,Suburban,Unified School District,9411,62,1,2013,2023,https://go.boarddocs.com/ca/ycjusd/Board.nsf/goto?open&id=CLUVLU80FDDA,1.0,2013,2023,https://go.boarddocs.com/ca/ycjusd/Board.nsf/files/CTHTDB726112/$file/AR%203511.1%20-%20Integrated%20Waste%20Management%202.21.23%20FINAL.pdf,3.0,0,0,0,1.0,1.0,0,0.0,0.0,0,0,0,1,2.5,4.5,0,4.5,0.0,1.5,0.5,7.5,Yucaipa-Calimesa_Joint_Unified_BP3511_1.pdf,bp 35111 business noninstructional operation integrated waste management governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary,,
304,36738580000000,San Bernardino,Baker Valley Unified,Rural,Unified School District,129,86,1,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030703&revid=ivM2XPSPIhMHnd21PWU89g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030703&revid=f5IBZqdrLJZvJX2sEDmHsA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Baker_Valley_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 03092023 last reviewed date 03092023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual baker valley unified school district,,
305,36750510000000,San Bernardino,Lucerne Valley Unified,Rural,Unified School District,12716,58,1,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030315&revid=5T2q0mQJNKe6TH8OJntvdQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030315&revid=Gczo1hOJgHIlPoR1RWJlIQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,1.0,0.0,0,0,0,1,1.5,4.75,0,4.75,0.0,2.25,1.0,7.75,Lucerne_Valley_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 03202013 last revised date 09092021 last reviewed date 09092021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual lucerne valley unified school district,,
306,36750690000000,San Bernardino,Upland Unified,Suburban,Unified School District,9797,70,1,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030255&revid=FFuMrJikIVMiXbrtslsh0gH9w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030255&revid=PPrplusIu3GZSQvfi1bRgiyqg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,0,1,3.0,5.75,2,7.75,0.0,1.25,1.0,10.25,Upland_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09272011 governing board belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction board policy manual upland unified school district,,
307,37680070000000,San Diego,Cardiff Elementary,Suburban,Elementary School District,649,16,1,2015,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030570&revid=dgT6plusEvG3PTLNhzBvEiwBQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2015,2020,*District Validated,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,1.5,5.0,1,7.5,1.5,2.5,0.5,11.0,Cardiff_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11162015 last revised date 08052021 last reviewed date 08052021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual cardiff elementary school district,,
308,37680310000000,San Diego,Coronado Unified,Suburban,Unified School District,2738,19,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030606&revid=n2lI9ByQrCbHX8A5P0M2zA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030606&revid=VVrcVw546YjLb8chUG8w1w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,1.0,1,0.0,1.0,0,0,0,0,0.0,3.0,0,3.5,0.5,3.0,0.0,6.5,Coronado_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10182012 last revised date 09092021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual coronado unified school district,,
309,37680490000000,San Diego,Dehesa Elementary,Rural,Elementary School District,11666,38,1,2001,2018,https://drive.google.com/file/d/14Vrm0GXS0bl3Q-PJJqCzjpNdV9PQyvGM/view,1.0,2001,2018,https://drive.google.com/file/d/14ZXXf7iIhc6Hjw_mZ5TU0M5cTZRHWlVK/view,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,Dehesa_Elementary_BP3511_1.pdf,board policy integrated waste management bp 35111 business noninstructional operation governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary,,
